Cardano ADA
Mar 06, 2018	0.295947	0.303019	0.283993	0.285357	110,305,000	7,673,040,000
Mar 05, 2018	0.299897	0.317723	0.291055	0.297622	202,675,000	7,775,450,000
Mar 04, 2018	0.296285	0.303588	0.286193	0.300787	94,436,000	7,681,810,000
Mar 03, 2018	0.292952	0.309129	0.292507	0.297106	115,320,000	7,595,380,000
Mar 02, 2018	0.304424	0.307058	0.288875	0.293504	107,240,000	7,892,830,000
Mar 01, 2018	0.311973	0.311973	0.288392	0.304397	184,691,000	8,088,540,000
Feb 28, 2018	0.334486	0.336163	0.312563	0.312581	114,757,000	8,672,230,000
Feb 27, 2018	0.339132	0.341189	0.330971	0.335536	106,757,000	8,792,710,000
Feb 26, 2018	0.345272	0.346955	0.322210	0.338335	201,813,000	8,951,880,000
Feb 25, 2018	0.322152	0.354572	0.314411	0.344033	247,808,000	8,352,460,000
Feb 24, 2018	0.343668	0.352488	0.316064	0.322966	133,524,000	8,910,300,000
Feb 23, 2018	0.334758	0.351240	0.322811	0.345258	222,509,000	8,679,300,000
Feb 22, 2018	0.362651	0.372116	0.330518	0.337871	208,342,000	9,402,480,000
Feb 21, 2018	0.375593	0.383513	0.363394	0.364441	242,378,000	9,738,030,000
Feb 20, 2018	0.390942	0.404329	0.377539	0.378779	281,250,000	10,136,000,000
Feb 19, 2018	0.386930	0.396608	0.386224	0.391472	169,966,000	10,032,000,000
Feb 18, 2018	0.418355	0.420010	0.380787	0.385618	251,314,000	10,846,700,000
Feb 17, 2018	0.402403	0.428074	0.401056	0.419883	341,415,000	10,433,100,000
Feb 16, 2018	0.410142	0.412404	0.392676	0.403810	192,420,000	10,633,800,000
Feb 15, 2018	0.394671	0.416687	0.389937	0.409368	348,342,000	10,232,700,000
Feb 14, 2018	0.373766	0.401321	0.370393	0.396908	299,009,000	9,690,670,000
Feb 13, 2018	0.383436	0.387018	0.359920	0.373314	225,695,000	9,941,370,000
Feb 12, 2018	0.372595	0.393307	0.372595	0.384315	243,039,000	9,660,290,000
Feb 11, 2018	0.405104	0.405196	0.363624	0.369769	331,944,000	10,503,200,000
Feb 10, 2018	0.386671	0.462766	0.385368	0.405872	951,824,000	10,025,200,000
Feb 09, 2018	0.352848	0.394133	0.342911	0.391602	401,271,000	9,148,310,000
